year,id,dem03,dem04,dem01,dem14_01,dem14_02,Q2,Q3,Q4,uni04_01,uni04_02,uni04_03,uni04_04,Q5_1,Q5_5,Q5_2,Q5_3,Q5_9,Q5_6,Q6,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,uni10,uni11,Q11,Q12,nk03_03,Q13,Q14,Q15,nk07_01,nk07_02,nk07_03,nk07_04,nk07_06,nk07_07,nk08_01,nk08_02,nk08_03,nk08_04,nk09_01,nk09_02,nk09_04,nk09_05,nk09_06,nk09_07,nk10,nk11,nkp02_01,nkp02_02,nkp01,nkp04,Q18,nkp05,nkp06,nkp07_01,nkp07_03,nkp07_05,nkp07_06,nkp07_08,nkp07_10,nkp09_01,nkp09_02,nkp09_03,nkp09_04,nkp09_05,int01,Q19_1,Q19_2,Q19_3,Q19_4,Q20,int04_01,int04_02,int04_03,int04_04,Q21,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25_1,Q25_2,Q25_3,Q25_4,Q26_1,Q26_2,Q26_3,Q26_4,int11_01,int12_01,int12_03,int12_02,int12_04,int13,int14,sk02_01,sk02_02,sk02_03,sk02_04,sk02_05,sk02_08,sk03,sk05_08,sk05_09,sk05_01,sk05_03,sk05_05,sk05_10,sk05_06,sk05_11,sk09,sk10,sk01,nk12,sk13,sk07,Q27,sk18,sk17,sk19_1,sk19_2,sk19_3,sk20_01,sk20_02,sk21,dem08,dem05,dem07,dem06,dem09,dem10,dem11,dem12,dem13,wt
5,585,8,2,2,2,33,3,2,3,2,2,2,1,1,2,1,3,1,1,1,3,3,3,3,4,4,2,2,2,1,2,2,2,3,3,1,3,2,4,4,4,4,2,2,2,2,2,1,1,1,2,1,1,1,3, ,3,2,2,3,5,3,2,3,1,2,1,1,2,3,4,5,2,4,4,4,2,2,2,2,4,1,1,3,1,1,1,2,1,1,2,3,3,1,2,2,2,1,1,2,3,2,1,1,5,5,5,5,5,1,5,1,1,1,2,2,3,3,1,3,3,5,1,5,4,3,8,3,1,3,5,5,5,1,9,2,3,98,7,3,4,2,8,1
5,586,8,2,1,2,32,2,2,3,2,1,2,1,2,2,2,3,2,2,1,3,4,5,5,5,5,5,5,3,1,1,2,3,3,3,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,3,1,3, ,2,2,2,2,2,1,1,1,1,2,2,1,3,3,3,3,2,4,4,4,3,2,2,2,3,2,1,4,1,1,1,2,1,1,2,3,3,3,3,3,3,2,1,2,3,3,2,2,1,1,1,1,2,1,1,1,3,2,1,2,4,2,1,3,2,9,3,3,2,3,8,2,1,4,5,5,5,4,6,2,4,2,7,4,5,1,8,.973684210526316
5,587,8,2,1,3,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,4,3,3,1,1,4,1,1,1,1,4,2,2,4,4,4,2,2,2,1,2,1,2,1,1,1,1,1,4,1, ,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,1,1,5,5,5,5,1,1,1,4,1,1,3,1,3,4,4,1,4,2,3,1,1,4,4,1,2,2,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,10,2,3,1,1,1,2,2,5,6,1,1,1,5,3,2,2,3,1,1,1,1,.975
5,588,8,2,2,4,53,1,1,2,1,1,1,1,1,1,2,3,1,1,1,1,1,2,1,3,4,4,5,2,3,4,2,2,1,2,1,1,2,1,1,2,1,2,1,2,2,3,2,2,2,2,2,2,2,1, ,2,2,3,3,2,1,3,4,3,2,3,1,2,3,3,3,2,3,4,3,2,1,2,1,3,2,4,4,1,1,2,3,3,1,4,3,4,2,2,4,3,2,2,2,2,2,3,4,1,2,2,2,1,2,1,2,3,1,1,3,2,2,1,3,2,9,3,2,2,3,8,3,1,5,6,5,5,5,9,2,4,2,5,4,4,3,1,1
5,589,8,2,2,1,20,2,2,4,2,2,1,1,2,1,1,3,1,1,5,2,3,5,5,5,5,5,5,2,2,1,2,3,3,4,2,2,2,2,3,3,3,2,2,1,2,1,1,1,1,1,1,2,2,3, ,3,2,4,3,3,3,2,2,2,1,1,1,3,1,1,1,3,3,3,1,1,1,2,2,2,2,1,1,4,1,3,3,3,3,3,3,3,3,4,4,3,2,1,1,4,1,1,2,1,4,4,1,1,1,4,2,2,1,1,1,3,1,1,3,2,1,2,5,2,2,2,4,2,4,5,5,4,1,10,1,4,98,7,4,4,2,8,1.03571428571429
5,590,8,2,2,3,46,3,2,3,3,3,3,1,2,1,2,3,2,1,5,2,3,4,2,4,4,4,5,2,1,1,2,2,3,3,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,4,1,3,2,2,2,2,2,2,2,2,1,1,1,3,3,2,2,3,2,2,1,1,3,4,3,1,1,1,3,1,1,1,1,1,1,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,7,2,2,2,4,8,3,1,4,6,3,3,1,6,2,3,1,8,4,4,1,11,1
5,591,8,2,1,1,21,3,2,2,3,2,2,2,3,3,2,2,3,3,2,3,4,2,3,3,2,3,3,1,2,3,2,2,2,2,2,2,2,3,3,3,3,1,2,2,2,3,4,4,4,4,4,1,1,4,3,2,2,2,3,2,3,2,2,1,2,2,3,3,3,3,3,2,3,3,3,1,3,2,3,1,1,3,2,3,1,1,1,1,1,4,2,3,4,4,4,4,3,3,3,3,3,3,4,5,5,5,5,5,5,4,2,3,3,1,3,4,4,4,4,1,5,2,3,2,2,8,3,6,1,4,5,5,4,12,1,2,98,1,4,5,3,2,1
5,592,8,2,2,4,51,2,2,2,3,4,3,3,3,2,2,3,1,2,3,4,4,5,2,2,2,3,3,3,2,2,1,1,2,2,1,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,2, ,3,3,3,3,3,3,3,3,2,2,2,1,1,4,3,4,2,5,5,2,3,1,3,2,3,4,4,4,1,1,2,2,2,1,2,1,2,3,3,3,3,2,2,2,3,3,3,1,4,4,1,2,5,1,1,1,1,2,1,2,2,2,3,4,2,5,3,3,2,3,2,3,1,3,6,5,5,2,3,2,3,2,2,2,4,1,8,1
5,593,8,2,1,2,37,4,4,6,3,3,3,3,2,3,2,3,2,2,3,4,4,5,5,5,5,5,5,3,2,1,5,4,2,4,4,3,3,3,3,3,3,2,1,2,2,1,1,2,2,2,2,3,4,5,3,3,3,2,2,2,4,2,1,2,3,1,1,5,4,3,5,2,4,4,4,4,2,2,2,3,1,1,3,2,1,1,3,3,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,3,2,1,2,3,3,1,3,1,9,3,3,2,2,8,2,1,4,6,6,8,5,4,2,3,98,5,4,5,1,9,.973684210526316
5,594,8,2,2,1,19,3,2,3,3,1,2,3,2,1,1,2,1,1,1,3,3,5,4,5,4,3,5,3,2,1,4,3,3,3,1,2,2,1,4,4,3,2,1,2,2,2,1,1,1,2,1,1,1,5,3,4,3,4,3,1,3,2,1,5,1,2,1,3,3,2,3,2,4,4,3,3,2,2,1,3,2,1,3,3,1,3,2,3,1,2,3,4,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,2,2,3,1,1,1,1,2,4,3,1,4,2,3,2,4,2,2,3,3,1,5,2,1,1,1,10,1,4,2,99,4,4,1,8,1.03571428571429
5,595,8,2,1,3,40,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,4,4,4,3,4,2,2,2,2,2,2,1,2,2,2,2,1,2,1, ,2,2,3,3,2,1,1,2,1,2,1,1,3,3,3,3,3,2,2,2,2,1,2,1,3,2,3,3,1,1,1,2,2,1,3,3,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,2,1,1,1,2,2,2,3,3,5,2,3,3,4,8,2,1,4,3,5,5,1,5,2,3,1,8,3,3,3,8,.975
5,596,8,2,2,2,39,1,1,2,2,1,1,1,1,1,1,3,1,1,1,2,2,4,5,4,3,3,4,3,3,1,2,2,3,2,3,2,2,2,2,3,2,2,1,1,2,1,1,2,2,2,1,3,3,2, ,2,1,3,3,1,1,1,3,3,1,3,2,2,2,3,3,1,4,5,4,4,1,2,2,3,2,1,4,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,3,1,1,4,3,1,1,1,2,1,1,1,1,2,3,3,2,3,2,6,3,3,2,2,8,3,6,1,4,4,3,1,9,2,4,98,11,3,4,1,12,1
5,597,8,2,2,3,41,2,1,2,3,2,2,1,2,2,2,3,2,2,1,3,4,4,5,5,5,5,5,1,2,2,2,2,2,1,2,4,3,3,4,4,4,2,2,2,2,1,1,1,1,1,1,2,1,4,4,3,1,2,3,1,2,2,2,2,1,1,2,3,3,2,3,1,4,4,2,2,1,1,1,3,2,1,4,1,1,2,3,3,1,3,3,4,2,2,2,2,1,1,2,2,2,3,1,1,1,2,1,1,1,1,2,2,1,1,2,2,3,2,3,1,9,2,3,3,3,8,2,1,4,5,5,5,5,3,2,3,98,7,4,3,2,8,1
5,598,8,2,1,4,54,1,2,3,2,1,2,1,2,1,1,3,1,1,3,1,1,2,2,1,3,1,1,3,1,2,2,3,3,4,2,2,1,1,3,3,2,2,2,2,2,1,1,1,2,2,1,3,1,2, ,2,1,2,3,1,2,1,2,2,1,2,1,1,2,2,2,2,3,4,3,4,1,2,1,3,4,1,3,1,1,1,2,1,1,2,3,3,2,3,2,2,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,3,1,1,1,2,3,2,2,1,5,3,3,3,4,8,3,1,4, ,1,1,1,3,2,4,1,7,3,4,2,8,.96551724137931
5,599,8,2,1,4,60,1,2,2,1,1,1,1,1,1,1,4,1,1,1,2,2,1,1,5,1,1,3,1,2,3,3,1,1,2,1,4,3,3,3,4,4,2,2,1,2,1,1,1,1,1,1,1,1,5,1,1,1,2,2,2,1,4,1,5,1,1,1,2,5,5,5,3,2,2,2,2,3,2,2,2,2,1,3,2,1,1,1,1,1,2,4,4,2,3,3,3,1,1,1,1,1,2,1,1,1,1,2,5,1,1,1,3,1,1,1,1,1,1,4,2,9,1,1,1,4,3,3,1,2,4,5,7,4,2,2,2,2,3,4,5,6,8,1.125
5,600,8,2,1,4,51,1,2,3,2,1,1,1,2,2,1,3,2,2,1,2,2,3,1,4,5,3,3,3,1,2,2,2,2,2,2,3,3,3,2,3,3,2,2,1,2,2,1,1,1,1,1,1,1,4,1,3,3,2,2,2,2,1,1,1,2,1,1,3,3,1,3,3,2,3,1,2,3,3,3,2,4,4,3,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,3,2,3,2,5,2,1,2,3,1,2,1,3,3,3,2,1,5,2,4,3,2,2,3,1,3,4,1,1,1,6,2,3,98,10,3,5,1,12,.96551724137931
5,601,8,2,1,1,27,2,2,2,2,2,2,1,2,1,1,4,2,1,5,2,3,5,4,3,4,4,4,3,1,1,5,3,4,3,2,4,2,3,3,4,4,2,2,2,2,1,1,2,3,2,2,2,2,3, ,2,2,3,3,2,4,2,2,2,1,1,1,2,4,2,4,3,3,4,2,4,2,2,2,2,2,1,3,1,1,2,2,2,1,3,3,3,3,3,3,4,1,2,2,2,2,3,1,3,3,5,2,5,1,2,1,2,1,1,1,2,2,2,3,2,7,3,2,2,3,8,3,1,4,6,7,8,3,6,2,4,98,4,3,4,1,12,1
5,602,4,1,1,2,31,3,3,6,3,1,3,1,2,1,1,4,3,3,5,2,3,5,4,5,5,4,5,3,1,1,2,3,4,2,2,3,3,3,4,4,4,2,2,2,2,1,1,2,2,2,2,2,1,3, ,4,3,3,3,3,4,3,3,4,3,4,1,1,3,2,3,3,3,3,1,1,2,4,3,3,3,1,3,4,1,2,2,2,1,3,3,3,3,3,3,3,1,1,1,2,2,3,1,5,5,2,3,3,1,2,1,4,1,1,3,3,1,1,3,2,10,3,2,3,3,8,2,1,6,2,4,5,1,6,2,3,2,6,3,4,1,4,1
5,603,4,1,1,1,29,5,4,6,4,2,3,2,2,1,1,3,3,3,3,2,3,5,4,5,5,5,5,3,1,1,2,3,3,2,2,4,3,3,4,4,4,2,2,2,2,2,1,2,2,2,1,2,1,3, ,3,3,3,3,5,3,3,4,2,3,4,1,3,2,2,3,3,4,3,1,1,2,4,4,3,3,1,3,1,1,1,1,1,1,2,3,3,3,3,3,3,1,2,1,2,2,2,1,5,5,5,2,2,2,1,2,4,1,1,3,3,2,1,3,2,10,3,2,3,3,8,3,1,5,6,8,5,1,3,1,4,98,8,3,3,1,4,1
5,604,4,1,2,2,32,3,4,6,3,3,3,2,1,1,1,4,2,3,5,2,4,5,4,5,5,5,5,3,3,1,4,3,3,2,2,4,3,3,4,4,3,2,2,2,2,1,1,2,2,1,1,2,1,3, ,4,3,3,4,2,4,4,3,3,3,4,1,2,3,2,3,4,3,2,1,1,2,4,4,3,3,1,3,4,1,1,1,1,1,2,3,3,3,4,3,3,1,2,1,2,2,3,1,5,5,5,3,3,2,1,1,4,1,1,3,2,2,1,4,2,10,3,2,3,3,8,2,1,2,5,5,5,4,3,3,3,1,7,3,4,1,4,1
5,605,4,1,1,1,22,1,2,2,3,3,3,3,1,1,1,4,2,3,1,2,3,5,4,5,5,5,5,2,3,1,4,2,3,2,1,1,1,4,4,4,4,2,2,2,2,1,1,2,2,1,1,2,1,4,2,3,3,3,3,5,3,3,2,3,3,3,1,2,2,1,3,3,4,4,4,4,1,4,4,4,3,1,3,4,1,2,2,2,1,2,3,3,3,4,3,3,1,2,1,2,2,2,1,5,2,5,1,1,1,1,1,4,1,1,3,3,3,2,3,1,10,2,2,3,3,8,2,1,2,5,10,5,4,6,1,3,98,7,3,3,1,4,1
5,606,4,1,1,3,48,1,3,3,3,2,2,1,2,1,1,4,3,3,1,4,4,5,5,5,5,5,5,3,3,1,4,4,4,4,2,4,4,3,4,4,4,2,2,2,2,2,1,2,2,2,1,2,1,3, ,3,3,3,3,2,2,2,1,2,1,2,1,3,3,2,4,3,2,2,1,1,3,4,4,4,3,1,3,2,1,1,1,1,1,2,3,3,3,3,3,3,1,2,1,2,2,3,1,4,4,4,4,4,1,1,1,4,1,1,3,3,3,1,3,2,9,2,4,2,2,3,3,1,2,5,8,5,1,6,2,3,98,6,3,3,1,4,1
5,607,4,1,1,4,54,1,2,3,3,3,3,3,2,1,1,4,3,3,1,2,2,5,5,5,5,5,5,3,3,3,4,4,3,2,3,3,3,3,4,4,3,2,2,2,2,2,1,2,2,2,1,2,1,2, ,3,3,3,3,2,4,3,4,2,3,4,1,3,3,2,4,3,3,3,1,1,2,4,4,4,3,3,3,1,1,1,3,1,1,2,4,4,2,4,3,4,1,2,1,2,2,2,3,5,4,4,4,4,1,1,1,4,1,1,3,3,3,1,4,1,8,3,2,3,4,1,3,1,6,2,8,5,1,2,2,2,1,3,3,4,1,10,1
5,608,2,1,1,1,28,2,2,6,2,2,2,2,2,2,2,2,2,2,5,2,3,4,5,4,4,4,4,3,3,2,2,4,4,3,2,3,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,4,4,4,3,3,3,3,3,3,3,3,2,2,1,1,1,3,4,2,4,1,5,5,5,5,1,2,2,3,1,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,3,2,7,2,2,3,3,8,3,1,3,4,3,3,1,3,1,3,98,8,4,5,2,2,1
5,609,2,1,1,1,22,2,2,3,3,3,3,2,2,2,2,4,2,2,3,3,3,4,4,4,4,4,4,3,2,1,1,3,3,3,2,3,3,4,4,3,3,2,2,2,2,1,1,3,3,3,1,1,2,3, ,3,3,3,3,3,2,2,1,2,2,2,2,4,2,3,3,2,2,2,2,1,1,3,2,4,2,3,3,4,1,1,3,1,1,3,1,3,2,3,3,3,1,1,1,1,1,3,2,2,5,5,2,5,2,1,1,2,1,1,2,4,4,3,2,2,7,2,2,2,2,8,3,1,4,6,3,3,5,10,1,4,1,7,3,4,1,2,1
5,610,2,1,1,1,20,2,2,6,2,3,3,2,2,3,3,2,3,2,5,2,4,4,4,5,4,4,4,2,1,1,5,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,3,2,3,2,2,1,4,1,3,3,3,4,3,3,4,3,3,4,3,1,4,1,1,2,3,3,4,4,3,1,2,2,3,2,1,3,2,2,3,3,2,3,3,3,3,4,4,4,4,1,1,1,2,1,1,2,4,4,3,3,4,4,2,1,3,2,2,3,2,2,3,3,2,8,2,4,3,3,3,3,1,6,3,5,5,4,10,1,4,98,9,3,3,3,2,1
5,611,2,1,1,1,20,1,1,2,3,2,3,3,3,4,1,2,1,1,3,3,3,4,3,1,5,5,5,2,1,3,5,3,3,3,2,2,3,3,2,3,3,2,2,2,2,3,2,3,2,2,2,2,3,1, ,3,3,3,3,3,3,2,3,4,3,3,3,3,4,3,3,3,2,5,5,1,2,3,2,3,3,1,4,1,1,3,2,3,1,2,3,3,2,3,3,4,3,2,3,2,3,3,3,5,5,5,5,5,5,2,2,3,2,2,1,2,3,3,2,3,7,3,3,3,3,1,2,1,6,4,8,7,3,10,1,4,98,8,3,4,1,2,1
5,612,2,1,1,1,25,4,3,6,3,3,3,3,3,3,2,3,3,3,1,3,3,4,2,4,4,5,4,3,1,1,5,3,3,4,2,2,2,2,3,3,3,2,2,2,2,1,1,2,2,2,1,2,3,4,1,3,3,3,3,3,4,4,2,2,2,2,1,4,4,2,4,3,3,3,1,1,2,3,3,3,2,5,3,3,1,2,2,1,3,3,3,3,4,4,3,3,1,1,1,2,2,2,2,2,2,5,3,2,2,2,1,2,1,1,2,3,2,2,3,2,3,3,4,3,2,8,4,1,5,6,3,5,4,3,1,4,98,7,3,4,1,2,1
5,613,2,1,1,1,28,1,1,2,3,3,2,2,2,1,1,3,2,1,3,1,1,5,5,1,4,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,4,2,3,1,3,3,2,2,2,3,3,3,3,1,3,2,3,3,3,3,3,3,3,1,3,3,4,2,1,3,1,1,2,2,2,1,2,1,2,3,3,3,3,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,2,6,2,2,2,3,2,3,1,2,3,5,6,2,3,1,4,98,5,3,4,3,2,1
5,614,2,1,1,1,22,4,3,6,3,3,3,3,4,4,4,4,4,4,2,4,4,3,3,3,3,3,3,3,3,1,5,4,3,3,1,2,1,1,1,1,1,2,2,2,2,3,3,3,1,1,2,1,4,5,4,4,4,3,3,4,5,4,4,4,5,1,1,5,3,2,5,3,2,2,2,1,3,4,4,4,4,1,3,2,1,2,3,4,1,2,1,2,4,3,3,3,4,2,3,3,3,2,1,2,1,2,1,1,4,4,2,2,2,2,2,2,2,2,2,1,7,1,1,4,2,8,3,1,5,6,8,6,1,10,1,4,98,6,4,4,1,2,1
5,615,2,1,1,1,27,2,2,2,1,2,2,2,3,2,1,2,1,1,2,2,4,4,4,4,4,4,4,3,1,2,2,3,3,2,2,4,4,4,4,4,4,2,2,1,2,2,2,2,2,2,2,2,1,2, ,2,2,2,3,2,2,2,3,2,2,2,3,3,3,3,3,3,4,4,4,2,1,2,2,2,2,2,3,1,1,2,2,2,1,3,1,3,3,3,3,3,2,2,2,2,2,1,4,5,5,5,2,5,2,2,1,3,1,1,2,2,2,1,3,2,8,2,4,3,2,8,3,4,1,5,2,1,2,10,1,4,98,8,3,4,1,2,1
5,616,2,1,1,1,28,4,4,6,4,4,4,4,4,4,4,4,4,4,3,4,4,5,5,5,5,5,5,3,3,1,5,4,3,4,3,4,3,4,4,4,4,2,2,2,2,1,1,3,2,2,2,2,5,5,4,3,3,3,4,3,4,5,5,4,4,4,1,3,2,2,3,3,4,3,4,5,3,4,2,3,4,2,3,2,1,3,3,4,1,2,3,2,4,3,3,3,3,2,2,2,2,2,3,3,4,4,4,3,2,2,2,3,3,2,2,3,3,2,3,2,5,3,2,3,5,7,2,5,1,4,5,5,3,6,1,3,1,5,4,4,2,2,1
5,617,2,1,1,1,20,2,2,6,2,3,1,3,1,1,1,1,1,1,2,2,3,2,4,3,2,4,3,2,2,3,4,4,3,2,1,4,4,3,4,4,4,2,2,1,2,1,1,1,1,1,1,3,1,1, ,1,1,2,3,2,3,2,3,2,3,2,2,3,3,3,3,2,4,4,3,3,2,2,2,3,2,1,3,1,2,2,2,2,1,2,3,3,2,3,2,3,2,2,2,2,2,1,3,2,2,3,1,2,2,2,1,2,1,1,2,2,3,1,3,2,7,2,4,2,2,8,3,5,3,1,5,4,1,10,1,4,98,6,4,5,2,2,1
5,618,2,1,2,1,28,4,3,6,3,3,3,3,2,2,2,4,2,2,1,3,3,4,4,4,4,4,4,3,2,1,5,4,3,3,2,4,4,2,4,4,2,2,2,1,2,2,1,1,1,2,2,2,1,4,1,3,3,2,2,3,3,2,2,2,1,1,1,4,2,4,4,2,3,3,3,1,1,3,2,4,2,2,3,2,1,1,3,1,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,5,5,5,2,5,2,2,1,4,2,2,3,3,3,2,2,3,6,2,4,3,3,8,3,1,3,6,6,6,2,6,1,4,98,8,3,4,1,2,1
5,619,2,1,2,1,22,3,4,6,3,2,3,2,2,2,2,4,2,2,3,3,3,4,4,5,4,5,4,2,2,2,2,3,4,3,2,4,4,4,4,4,3,2,2,2,2,2,2,1,2,2,2,3,1,3, ,2,2,2,3,3,3,3,3,2,3,3,1,3,4,4,4,2,4,4,4,2,1,2,3,3,2,3,3,4,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,5,5,5,5,5,1,3,2,2,1,2,1,2,2,1,3,2,7,3,1,4,2,8,3,2,4,5,2,2,1,3,1,3,98,10,4,5,2,2,1
5,620,2,1,2,1,19,2,2,6,2,3,3,2,2,3,3,3,2,3,5,2,4,4,4,5,4,4,4,2,1,1,5,3,4,4,1,3,3,3,4,3,3,2,2,2,2,2,2,3,2,3,2,1,1,4,1,3,3,3,4,3,3,4,3,3,4,3,1,4,1,1,2,3,3,3,3,3,1,2,3,3,2,2,2,2,2,3,3,3,4,3,3,3,2,3,3,3,1,1,1,2,1,1,1,4,4,4,4,4,4,2,1,3,2,2,3,3,2,2,3,3,7,2,5,2,3,2,3,1,3,6,3,4,4,10,1,4,98,9,3,3,4,2,1
5,621,2,1,2,1,21,2,1,3,2,2,2,2,2,2,1,3,2,2,1,2,2,2,1,2,3,3,4,3,1,1,2,1,2,2,2,2,2,2,3,3,3,2,2,2,2,1,1,1,2,2,1,2,4,2, ,2,2,4,4,1,2,2,4,2,2,4,2,2,3,3,3,2,4,4,4,4,1,2,2,3,2,3,2,1,1,2,2,2,3,3,3,3,3,3,3,3,1,1,1,2,2,1,3,2,5,4,1,1,1,3,1,2,2,1,1,2,2,2,4,4,2,2,4,2,1,5,4,1,5,3,8,1,1,10,1,4,98,6,3,3,3,2,1
5,622,2,1,2,1,24,4,3,6,2,2,3,2,2,2,3,2,2,2,1,3,3,3,4,4,4,4,3,1,2,2,1,3,3,2,2,3,3,4,4,4,4,2,2,2,2,3,3,3,2,3,3,2,2,4,4,2,3,2,2,2,3,3,3,3,3,2,2,3,2,3,3,2,3,2,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,2,1,2,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,6,2,2,3,2,8,3,1,5,3,6,6,1,3,2,4,98,7,3,4,2,2,1
5,623,2,1,2,1,25,4,2,3,3,4,2,1,2,3,1,2,2,2,5,3,4,4,4,3,4,5,5,3,2,2,2,3,4,4,1,4,4,4,4,4,4,2,2,1,2,1,1,2,1,3,1,1,2,3, ,3,2,3,3,3,3,4,1,1,1,1,1,1,1,1,4,3,3,3,2,2,2,3,4,4,2,2,1,1,3,3,2,2,3,3,4,3,4,4,3,3,1,2,2,2,2,3,1,2,1,2,1,2,2,2,1,3,1,1,1,2,1,1,3,1,7,3,5,3,4,8,3,1,5,3,6,3,1,6,1,4,98,10,2,4,1,2,1
5,624,2,1,2,1,20,2,2,3,2,3,2,2,2,2,2,3,2,1,5,3,3,4,4,4,4,4,4,2,1,2,1,4,4,3,1,4,4,4,4,4,1,2,2,1,2,1,1,2,1,1,1,1,4,4,1,3,2,3,3,2,3,2,2,3,2,2,2,3,2,1,2,3,3,3,3,2,2,3,3,2,2,1,2,1,3,2,2,2,1,2,3,3,3,3,3,3,2,3,3,3,3,1,1,2,2,5,2,2,2,2,1,3,2,2,2,3,3,1,2,1,7,2,4,3,3,8,2,4,1,3,6,4,2,10,1,4,3,7,3,3,2,2,1
5,625,2,1,2,1,28,3,2,2,3,3,3,2,3,2,1,3,2,2,5,2,3,4,5,3,4,4,5,1,1,3,2,3,4,3,3,3,2,2,3,3,3,2,2,2,2,1,1,3,2,2,1,2,2,3, ,2,2,2,3,2,3,2,3,4,1,4,1,2,1,1,1,3,4,3,2,1,2,2,3,2,3,1,4,3,1,3,4,2,1,2,3,3,3,4,4,3,3,3,4,4,4,3,2,3,3,3,2,3,3,2,1,2,2,1,3,2,3,1,2,2,8,3,2,2,2,8,4,1,5,3,5,4,1,6,1,4,98,9,3,4,1,2,1
5,626,2,1,2,1,22,3,1,3,2,1,2,3,2,1,1,3,1,1,1,2,2,3,2,3,2,4,3,3,1,1,1,3,3,3,1,3,2,2,3,3,2,2,2,2,1,1,1,1,1,1,1,1,2,3, ,2,1,2,3,2,2,2,3,2,2,3,1,2,2,2,2,3,5,5,5,3,1,2,2,3,2,1,3,1,1,1,1,1,1,2,3,4,2,3,3,3,1,1,2,2,2,3,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,3,2,5,3,5,3,3,8,2,1,2,3,8,5,1,10,1,4,3,9,3,5,2,2,1
5,627,2,1,1,2,30,2,2,4,3,3,2,2,2,2,1,4,3,2,3,2,1,5,5,3,4,4,4,2,1,1,5,2,3,3,2,2,1,2,1,2,3,2,2,1,2,2,1,2,2,2,1,2,1,4,3,3,2,3,3,2,3,3,1,4,1,2,2,2,3,3,3,2,4,4,4,3,2,2,2,3,2,1,3,1,2,2,2,2,1,2,3,2,2,3,2,3,2,2,2,2,2,1,3,2,2,3,1,2,1,2,1,2,1,1,2,2,3,1,3,1,7,2,4,2,2,8,4,3,5,1,2,2,1,3,1,4,98,5,3,4,2,2,1
5,628,2,1,1,2,39,3,2,2,2,2,2,2,2,2,1,3,1,1,1,1,2,5,5,4,5,5,5,1,1,1,2,2,4,3,2,3,3,3,4,4,3,2,2,2,2,1,1,3,2,3,2,2,1,3, ,2,2,3,3,3,3,2,3,4,1,2,2,2,1,1,1,3,4,3,2,4,2,3,3,2,3,3,3,1,1,3,3,3,1,2,3,2,3,4,4,3,1,1,1,2,2,3,2,2,2,3,2,2,2,2,1,3,2,1,2,2,2,2,3,2,7,2,2,3,3,8,3,1,5,6,5,4,1,4,2,3,98,6,4,4,1,14,1
5,629,2,1,1,2,30,4,3,6,3,3,3,3,3,3,1,3,2,1,1,4,4,5,2,5,5,4,5,3,2,1,1,3,4,3,3,3,3,3,3,4,3,2,2,1,2,1,1,1,1,1,1,3,1,3, ,4,2,3,3,3,3,2,4,4,1,3,1,2,2,2,2,3,4,4,3,2,2,3,2,3,2,1,4,1,1,2,2,2,3,3,3,3,4,4,4,4,2,2,2,2,2,1,2,5,5,5,2,5,2,2,1,2,1,1,2,2,2,1,4,2,5,3,3,3,3,1,2,4,5,1,4,3,1,12,1,4,98,1,5,6,2,2,1
