id,ara,siz,sex,age,job,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b34,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47,b48,b49,b50,b51,b52,b53,b54,b55,b56,b57,b58,b59,b60,b62,b63,b64,b65,b66,b67,b68,b69,b70,b71,b72,b73,b74,b75,b76,b77,b78,b79,b80,c06,c07,c08,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,mar,edc,inc,c66,c67,c68,c69,xara,dc45,wt,rel
1018,2,4,1,4,1,2,2,3,2,2,2,2,2,1,1,2,2,2,1,2,3,3,3,2,3,3,2,1,1,1,3,7,3,3,2,3,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,3,2,3,3,3, ,2,3,3,5,3,2,3,3,1,3,4,4,4,4,1,2,2,3,3,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,5,5,5,5,5,5,1,2,2,2,2,2,3,3,3,3,4,4,2,2,3,3,2,2,1,2,3,4,2,11,11,3,.8,1
1019,2,4,1,4,1,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,3,4,4,3,3,4,2,3,3,2,2,9,3,3,2,3,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,3,2,3,2,2, ,2,3,4,1,3,2,4,4,4,3,4,4,4,4,1,2,2,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,3,2,3,3,2,2,5,5,2,2,1,1,1,2,2,3,3,3,4,4,2,2,3,3,3,2,1,2,3,4,2,11,11,3,.333333333333333,1
1020,2,4,2,4,5,2,2,6,2,2,3,2,2,2,1,2,2,1,1,2,3,4,2,2,3,4,4,1,1,2,3,8,3,3,2,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,4,1,2,3,3,5,3,3,3,3,2,3,3,3,3,3,2,2,2,3,3,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,5,5,5,5,5,5,1,3,2,2,2,2,2,2,2,3,4,3,2,3,3,3,3,2,1,2,3,4,2,1,11,3,1,2
1021,2,4,2,4,5,2,1,6,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,1,1,1,2,8,3,3,2,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,2,2, ,2,3,3,5,3,3,3,3,2,3,3,3,3,3,1,2,2,3,3,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,5,5,5,5,5,5,5,1,5,2,2,2,2,2,2,2,3,4,3,2,3,3,3,3,2,1,3,3,3,4,11,11,3,.666666666666667,1
1022,2,4,2,4,5,3,2,4,2,2,3,2,3,2,2,2,2,2,3,3,3,4,4,4,4,3,3,1,1,1,2,8,3,3,3,3,3,2,2,3,3,3,2,2,1,2,1,1,2,2,1,3,5,3,2,3, ,2,3,3,2,3,3,4,4,1,3,4,3,3,3,2,3,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,1,2,2,5,5,5,2,2,1,5,1,1,1,1,2,2,2,3,4,4,2,2,3,3,3,2,1,3,3,4,2,11,11,3,1,98
1023,2,4,2,3,4,2,2,4,2,2,3,2,2,2,1,3,2,2,3,3,3,3,3,3,3,3,3,3,1,1,2,8,4,3,3,4,2,2,2,3,2,2,2,2,1,2,1,1,1,1,1,3,2,3,2,3, ,2,3,3,2,3,3,4,4,4,3,4,4,3,3,1,2,2,3,3,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,2,2,2,2,2,2,2,2,1,2,2,3,3,3,3,3,2,2,2,2,2,2,2,4,2,3,2,11,11,2,.625,98
1024,2,4,2,3,4,2,2,4,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,3,3,3,1,1,1,4,8,3,3,2,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,2,3, ,2,3,3,5,3,3,3,3,1,3,3,3,2,2,2,2,2,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,2,2,2,3,2,2,3,3,3,2,11,11,2,.625,2
1025,2,4,1,2,4,4,3,6,3,2,2,2,3,3,3,4,1,1,5,1,4,5,5,5,5,5,5,1,1,5,1,5,4,4,4,1,4,2,2,4,3,4,2,2,2,2,1,1,1,2,2,1,1,1,2,5,1,2,1,4,4,4,2,1,1,1,3,1,1,2,1,2,3,3,4,1,1,2,1,1,3,3,1,1,2,2,2,1,3,3,2,3,1,2,2,4,1,1,1,1,1,1,3,2,1,4,1,1,1,1,2,3,3,4,4,2,1,2,4,3,1,2,3,2,3,3,1,6,10,3,.666666666666667,1
1026,2,4,2,1,5,4,2,4,3,2,2,2,2,3,2,3,2,2,5,3,4,5,5,5,5,3,5,2,3,2,3,5,3,3,2,1,4,2,3,4,4,3,2,2,1,2,1,1,1,1,1,2,1,2,3,5,1,2,3,3,2,2,3,2,2,3,3,2,3,1,3,2,3,3,2,1,1,3,1,2,2,3,2,3,4,3,3,3,2,3,3,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,1,1,1,2,3,3,2,3,3,4,3,2,3,2,2,2,3,1,3,3,1,5,10,2,1,3
1027,2,4,1,3,2,2,2,3,3,2,2,2,2,2,1,3,1,1,1,3,2,5,5,5,5,5,5,3,1,1,2,10,4,4,1,4,3,3,3,3,4,4,2,2,2,2,1,1,1,1,1,3,1,3,3,3, ,2,2,3,2,3,2,2,2,2,2,4,4,4,4,1,2,3,4,3,3,2,1,1,4,4,3,3,3,3,3,2,2,2,2,1,3,3,3,3,1,2,2,2,3,2,2,3,2,3,2,3,2,2,4,2,3,2,4,3,2,3,3,3,4,2,2,4,2,3,1,10,10,3,.833333333333333,1
1028,2,4,1,4,1,1,2,2,2,1,4,1,1,1,1,3,1,1,5,2,2,5,2,5,5,2,5,3,1,2,1,4,4,4,2,2,3,3,3,3,2,3,2,2,2,2,1,1,1,1,1,3,1,2,3,5,1,2,4,4,1,1,2,2,2,1,3,4,4,2,2,2,2,2,3,1,5,4,1,3,4,4,2,3,4,2,2,3,3,4,2,1,4,4,4,4,1,1,1,3,1,1,1,2,2,3,1,1,1,1,1,1,1,2,2,4,2,1,2,2,1,2,3,1,5,4,2,1,10,1,.5,2
1029,2,4,2,4,5,1,2,2,2,2,2,2,3,2,2,3,2,2,1,2,4,5,5,3,4,3,3,3,1,2,1,5,2,2,2,2,4,3,3,4,4,3,2,2,2,2,1,1,1,1,1,3,3,3,2,3, ,2,2,3,2,4,2,4,4,2,2,4,4,4,4,1,2,3,3,2,3,4,1,1,1,1,1,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,1,1,1,1,1,1,1,3,2,3,2,3,3,3,4,2,1,1,4,4,3,10,10,1,2,1
1030,2,4,2,3,5,3,2,6,3,2,3,3,2,2,2,3,2,2,5,2,4,4,5,5,5,5,5,3,3,4,1,10,4,4,2,1,4,4,4,4,4,4,2,2,2,2,1,2,2,3,3,1,1,2,4,5,1,3,2,4,2,1,5,1,1,1,2,4,4,4,2,1,3,3,4,1,4,2,1,1,3,2,1,1,4,3,3,1,3,2,2,1,1,1,1,1,1,1,5,5,1,5,1,1,1,5,1,1,1,1,2,3,9,3,4,4,2,1,2,3,1,2,1,1,3,5,1,10,10,3,.5,99
1031,2,2,1,1,97,2,4,6,3,3,3,3,3,2,1,1,2,3,1,2,2,4,3,2,3,3,3,3,3,2,2,7,4,4,3,2,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,2,4,5,1,3,4,4,3,3,4,3,3,2,3,4,4,2,2,3,2,3,3,2,3,2,1,2,4,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,1,2,3,3,2,3,3,3,2,3,1,1,1,1,3,2,2,4,3,4,2,2,3,3,3,1,2,2,4,5,3,11,11,2,1.2,2
1032,2,2,1,1,3,5,2,5,3,4,2,2,2,2,3,2,2,2,3,1,2,5,2,2,3,4,4,3,3,2,2,7,4,4,3,1,4,4,4,4,4,4,2,2,2,2,1,2,2,2,2,2,2,1,2,3, ,2,4,3,5,3,4,2,2,2,3,3,3,3,2,3,3,3,2,2,1,2,4,1,4,3,3,1,3,4,4,3,4,3,3,3,2,4,2,2,3,3,2,2,3,5,5,5,2,3,1,1,1,1,2,3,3,3,4,4,2,3,3,3,5,1,3,4,3,3,3,8,11,3,1.2,98
1033,2,2,1,1,97,1,4,6,3,3,2,2,3,3,2,2,2,2,2,2,2,5,5,5,5,4,4,3,3,2,1,6,3,3,3,1,4,3,3,4,4,3,2,2,2,2,1,1,2,1,2,2,2,3,4,5,4,3,4,4,3,1,2,2,2,2,3,2,2,1,1,3,3,3,3,3,1,2,2,2,4,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,1,3,3,3,2,3,2,2,1,4,1,1,1,1,3,3,2,3,2,4,2,2,2,2,2,1,1,3,3,4,2,11,11,1,1.2,2
1034,2,2,2,2,5,5,4,6,3,2,2,2,3,1,4,4,1,1,5,4,2,5,4,4,4,4,4,3,3,2,4,8,4,4,2,1,4,3,3,4,4,3,2,2,2,2,1,1,1,1,1,1,2,1,2,5,4,3,3,3,3,2,4,2,2,4,3,3,2,1,1,3,2,4,3,3,3,2,1,2,4,3,3,3,3,4,4,4,4,3,3,2,1,3,2,2,1,5,5,5,5,5,5,5,2,3,1,1,1,1,1,2,2,3,4,4,1,3,3,3,3,2,2,1,4,4,2,11,11,3,1.2,2
1035,2,2,2,2,5,1,2,5,2,2,2,2,2,2,1,2,1,1,5,2,3,3,3,2,3,3,3,3,1,2,1,3,3,3,3,3,3,2,2,2,4,4,2,1,1,2,3,1,1,2,2,3,2,3,3,4,1,2,3,3,2,3,2,4,4,4,1,4,4,4,4,1,1,2,3,1,3,2,1,2,3,2,2,3,3,3,3,3,4,3,3,1,2,2,2,2,1,2,2,2,2,2,5,5,2,2,1,1,1,1,1,1,1,4,3,4,3,1,2,2,1,2,3,1,5,5,2,1,11,2,1.2,98
1036,2,2,2,1,5,5,4,5,4,4,3,2,3,4,4,2,3,2,1,2,2,5,2,4,3,4,5,3,3,2,2,7,4,3,2,2,4,3,3,3,4,2,2,2,2,2,1,1,2,1,2,2,2,2,3,5,4,3,4,4,4,2,5,2,2,2,3,3,3,3,2,3,3,2,4,2,4,2,4,3,4,2,2,3,3,3,4,2,3,3,3,2,2,3,2,2,3,2,3,3,3,5,5,5,2,5,1,2,1,3,3,3,3,4,2,4,2,3,3,3,2,2,2,2,3,4,2,8,11,1,.833333333333333,98
1037,2,2,1,4,3,1,1,2,2,2,3,2,2,1,1,2,1,2,1,1,2,4,2,4,3,4,4,3,3,2,2,9,4,4,3,1,4,4,4,4,4,4,2,2,2,2,2,1,2,1,1,2,2,3,2,5,4,3,4,4,4,3,5,3,3,2,2,4,4,2,2,1,2,2,3,3,3,2,1,2,4,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,1,3,3,2,2,3,2,2,1,3,1,1,1,2,3,3,3,3,4,4,1,3,3,3,4,2,1,1,3,4,1,11,11,3,.333333333333333,98
1038,2,2,1,4,3,1,1,5,3,2,2,2,2,1,2,2,2,2,1,1,2,4,3,4,4,2,4,3,3,2,4,8,3,3,3,2,4,4,4,4,4,3,2,1,2,2,2,1,2,1,2,2,1,2,3,3, ,3,3,2,3,3,3,3,3,4,2,3,4,3,2,1,3,3,2,2,3,2,1,3,4,3,3,4,3,4,4,2,4,3,3,2,2,4,2,2,1,2,2,3,2,3,2,2,1,4,1,1,1,2,3,3,3,3,5,4,2,4,4,4,5,2,1,1,3,4,2,11,11,3,.333333333333333,98
1039,2,2,1,3,2,2,2,5,3,2,2,2,3,2,2,2,3,2,3,2,2,5,5,5,4,4,4,3,3,2,3,9,3,3,3,2,3,3,2,4,3,3,2,1,2,2,2,1,2,1,1,2,1,2,4,5,4,2,3,3,3,3,4,2,2,4,2,4,4,3,2,3,3,2,2,2,4,2,3,3,4,2,2,3,3,4,4,3,4,3,3,3,3,4,3,3,3,3,3,2,2,3,2,3,2,3,1,1,1,1,2,3,3,2,4,4,2,3,3,3,4,2,2,4,3,3,2,11,11,3,1.2,98
1040,2,2,1,4,2,2,2,5,2,2,2,2,2,1,2,2,2,2,1,2,2,5,5,5,5,3,3,3,3,2,3,9,4,4,3,2,4,4,3,3,4,4,2,2,2,2,2,1,1,1,1,1,1,2,4,3, ,3,4,3,3,3,4,2,2,4,3,3,3,3,2,1,2,2,2,2,4,2,1,3,4,3,3,3,3,4,4,3,4,3,3,3,3,4,3,3,3,5,5,5,5,5,5,5,1,4,1,1,1,2,3,3,3,2,5,4,1,3,3,3,4,2,2,3,3,4,2,11,11,3,.8,1
1041,2,2,2,4,5,1,1,2,3,3,2,2,2,1,1,2,2,1,1,1,2,5,2,3,5,4,4,3,3,2,3,7,3,3,2,2,4,3,2,4,4,3,2,2,2,2,1,1,1,1,1,1,1,2,3,5,1,3,3,3,5,2,5,2,3,4,3,4,3,3,3,3,3,3,2,2,1,2,2,1,3,2,2,1,3,4,4,3,4,2,2,2,1,2,2,2,3,2,3,3,3,5,2,5,1,3,1,1,1,2,3,3,3,3,4,3,2,4,4,4,4,2,1,4,3,3,1,11,11,3,.666666666666667,2
1042,2,2,2,4,5,3,2,5,3,3,3,2,2,1,2,3,2,2,2,1,2,4,2,3,4,5,5,3,3,2,4,8,3,3,2,2,4,4,4,4,4,4,2,2,2,2,1,1,2,1,2,1,2,2,2,4,4,2,2,2,5,2,3,2,3,2,3,3,3,2,2,3,3,2,3,2,2,1,2,2,2,2,2,4,3,3,4,4,4,3,3,2,1,3,2,2,1,5,5,5,5,5,5,5,1,3,1,2,1,2,3,3,3,4,3,3,2,2,3,3,3,2,1,4,2,3,1,15,11,2,1,2
1043,2,2,2,4,2,1,1,4,2,2,1,1,2,1,2,2,3,2,1,1,2,4,3,2,2,4,4,3,3,2,4,8,3,3,3,2,4,4,3,3,4,3,2,2,2,2,2,1,2,1,2,1,5,2,3,5,4,4,3,4,5,2,5,2,2,4,2,3,4,3,2,2,3,3,3,3,1,1,1,2,4,3,3,1,3,4,4,2,4,3,3,2,2,3,2,2,1,5,5,5,5,5,2,2,1,3,1,2,1,1,3,3,3,3,2,4,1,3,3,3,3,2,1,1,4,4,3,11,11,1,1,1
1044,2,1,1,1,3,3,4,5,2,3,3,2,2,2,2,3,2,2,3,2,3,4,3,2,4,4,4,3,1,3,2,8,3,3,3,3,4,4,4,4,4,4,2,2,2,2,2,1,2,2,2,3,2,2,3,3, ,2,3,3,2,2,4,3,3,1,3,3,3,3,3,2,3,3,3,3,2,3,4,2,2,3,2,1,1,2,2,1,1,2,2,1,2,2,2,2,3,5,5,5,3,3,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,2,3,3,3,1,3,1,4,4,3,14,6,2,1,1
1045,2,1,1,1,2,3,2,4,2,3,3,3,3,2,2,4,3,2,3,3,3,5,4,5,5,4,4,3,1,2,4,7,3,2,2,2,4,3,4,4,3,3,2,2,2,2,2,2,2,2,2,3,3,2,2,3, ,2,4,3,2,4,3,3,3,2,3,3,4,3,2,2,3,4,3,2,1,2,3,1,2,1,1,1,3,3,3,3,3,3,3,2,2,3,3,3,1,3,3,5,5,5,5,5,2,1,2,2,2,3,2,2,1,3,3,3,3,2,2,2,3,1,3,4,3,3,2,6,6,2,1,98
1046,2,1,1,2,2,2,2,3,1,2,2,1,3,2,1,3,2,1,1,2,2,3,4,4,4,4,4,2,1,2,2,5,4,3,2,2,4,3,3,4,4,4,2,1,1,2,1,1,1,2,2,1,2,2,2,2, ,2,2,3,2,3,2,3,3,1,3,3,3,3,3,2,3,2,3,2,3,3,1,2,2,1,1,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,2,3,2,2,5,5,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,4,3,11,6,1,1.25,2
1047,2,1,2,1,4,3,2,2,3,2,3,2,2,2,2,3,2,2,1,2,3,4,3,3,4,4,5,3,1,2,2,7,4,3,4,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,3,5,3,2,4,3,2,3,4,2,2,4,3,4,4,4,4,1,3,4,3,2,2,1,1,3,3,3,3,3,3,3,3,4,4,4,4,1,2,2,2,2,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,2,3,3,1,1,1,1,2,3,4,3,3,3,11,6,1,1.25,98
1048,2,1,2,1,3,4,2,5,3,1,2,1,1,2,1,3,1,1,1,2,4,5,5,5,5,2,4,1,3,2,3,6,3,3,2,3,4,1,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,2,2,4,3,2,3,4,3,2,3,4,4,4,3,4,4,1,1,2,2,3,2,1,3,2,1,3,3,2,3,3,3,4,2,3,3,3,3,1,2,4,1,2,1,2,2,4,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,4,4,2,3,3,1,1,3,3,3,4,5,1,6,1,1.25,3
1049,2,1,2,1,4,1,2,6,2,3,2,2,2,3,3,2,3,3,1,2,2,3,4,3,3,3,3,2,1,1,1,6,3,3,4,3,2,2,3,2,4,4,1,2,1,2,2,1,1,1,1,2,2,3,3,5,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,2,2,2,2,1,2,1,2,2,2,3,1,1,2,2,2,3,3,3,1,2,2,2,3,3,2,2,2,2,2,3,2,2,3,2,2,1,1,2,2,1,2,2,3,2,3,2,2,3,1,3,4,3,3,1,6,6,1,1.25,98
1050,2,1,2,1,5,2,2,3,2,2,2,2,3,2,2,3,2,2,1,2,2,2,2,3,3,3,2,2,1,2,2,6,4,3,2,2,4,2,2,2,4,3,1,1,2,1,2,2,2,2,2,2,2,2,3,2, ,2,3,4,5,2,2,2,2,1,2,2,2,3,3,2,2,2,2,2,1,5,1,1,2,2,2,1,1,2,3,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,5,3,2,2,2,1,2,2,2,3,3,3,2,3,3,3,1,2,3,2,4,4,2,11,6,2,1.25,2
1051,2,1,2,2,4,3,2,5,3,2,3,2,2,2,2,9,2,2,3,3,3,3,2,3,3,3,3,2,3,1,2,8,4,3,2,2,3,3,3,4,4,4,2,2,1,2,1,1,1,1,2,2,2,2,3,4,1,2,3,3,5,3,3,3,3,1,2,3,3,3,3,2,3,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,5,5,3,3,3,5,3,2,2,1,2,1,2,2,2,2,3,3,3,2,3,3,3,3,2,3,3,3,3,6,10,6,2,1,3
1052,2,1,1,3,2,2,2,3,2,2,1,1,2,2,2,1,2,2,1,2,3,4,2,2,4,4,5,2,3,2,3,7,3,2,3,2,3,2,2,3,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,5,1,1,3,3,5,2,3,2,2,4,3,1,2,3,2,3,2,3,2,1,4,3,3,1,3,2,1,1,3,2,4,2,4,3,3,2,2,3,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,1,2,3,1,3,2,3,2,2,2,3,2,2,3,2,4,3,6,6,6,1,1,1
1053,2,1,1,3,4,1,2,5,2,2,2,2,2,2,1,2,2,2,3,2,2,3,2,4,3,3,1,3,1,1,1,6,3,3,2,3,4,3,3,4,4,4,2,2,2,2,1,1,1,1,2,3,5,3,2,3, ,1,3,3,1,3,2,4,4,2,3,3,4,3,3,1,2,2,3,2,3,1,1,3,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,2,2,3,2,2,2,2,2,3,2,1,2,2,2,3,3,3,2,3,3,2,2,3,2,2,3,2,4,4,2,11,6,1,1,98
1054,2,1,1,4,3,2,3,6,3,3,2,2,3,3,4,3,3,4,5,3,2,2,2,3,3,3,3,3,1,4,2,6,4,3,1,2,4,3,3,4,4,4,1,2,2,2,3,4,3,3,4,3,2,3,2,2, ,2,3,3,3,3,3,2,4,1,3,4,4,4,4,3,3,2,3,3,1,1,1,1,2,2,2,1,3,3,3,3,3,3,3,1,1,2,2,2,3,5,2,2,3,3,3,3,1,3,1,1,2,3,2,3,2,3,2,2,2,3,3,3,3,2,2,1,5,6,5,6,6,1,1,2
1055,2,1,1,4,4,1,2,5,2,2,2,2,1,1,2,2,1,1,1,4,2,5,5,5,4,5,5,2,1,1,2,6,1,4,2,2,2,4,4,4,4,2,2,2,1,2,1,1,1,1,1,1,2,3,2,2, ,1,3,4,1,2,2,2,2,1,1,4,4,4,4,1,3,2,2,2,1,3,1,2,2,3,2,1,1,2,2,3,3,3,3,2,2,2,2,2,1,5,3,3,2,2,3,3,1,3,1,1,1,1,2,2,2,4,4,4,1,4,4,4,5,2,2,3,4,5,1,6,6,3,1,98
1056,2,1,1,4,3,1,2,5,2,1,1,3,2,2,3,3,2,2,1,2,2,3,3,3,3,3,3,2,1,1,1,6,3,3,3,2,3,3,3,3,3,3,2,2,1,2,1,1,1,1,1,2,3,1,2,2, ,2,2,3,2,2,2,2,2,1,2,4,4,3,3,2,3,3,2,3,3,3,1,1,2,2,2,1,3,2,3,2,2,3,2,1,2,2,2,3,3,3,3,3,2,3,5,3,2,2,1,1,1,1,2,1,2,3,3,4,2,3,2,3,3,2,2,3,4,4,3,11,6,2,1,2
1057,2,1,2,3,5,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,3,1,2,1,9,4,4,3,3,3,2,2,2,3,2,2,2,1,2,1,1,1,2,2,3,1,2,3,2, ,2,2,2,2,1,5,2,3,1,2,4,4,4,4,1,2,2,3,2,1,3,2,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,3,3,5,5,5,5,5,2,2,2,3,1,2,1,2,2,3,2,3,2,3,2,3,3,4,3,2,3,3,3,4,1,10,6,1,.833333333333333,2
1058,2,1,2,3,4,2,2,2,3,2,3,2,3,2,2,3,3,2,1,2,2,2,3,2,2,3,1,2,1,1,1,6,4,3,3,3,4,2,3,4,4,3,2,2,1,2,1,1,1,1,1,2,3,3,3,4,1,2,2,3,3,2,2,2,3,1,3,3,3,3,2,2,2,2,3,3,1,2,1,2,2,2,3,1,3,3,3,2,3,3,3,1,2,2,3,2,3,5,5,3,2,2,3,3,3,1,2,2,1,1,2,1,2,3,3,3,2,2,2,3,2,2,3,2,3,4,2,11,6,2,.833333333333333,98
1059,2,1,2,3,4,2,2,3,3,2,3,2,2,2,2,3,3,2,1,2,2,3,3,2,2,3,3,2,1,2,1,7,2,3,3,3,3,3,3,4,4,3,2,2,1,2,1,1,1,1,2,2,2,3,3,4,1,2,2,3,3,3,3,3,3,1,3,3,3,3,3,2,2,2,3,3,3,2,1,2,2,2,2,1,1,2,3,2,2,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,1,1,2,2,2,2,3,3,3,2,2,2,3,2,2,3,4,2,3,4,6,6,2,.833333333333333,98
1060,2,1,2,3,4,1,2,2,1,2,1,1,1,2,2,3,2,1,5,2,3,4,1,3,5,5,4,2,3,2,1,5,3,2,2,2,4,2,3,1,3,2,1,2,1,2,4,4,3,2,2,2,3,2,3,1, ,2,3,2,2,4,2,2,3,2,3,2,3,3,4,2,2,3,3,3,4,1,1,1,2,3,3,3,3,3,4,2,3,4,3,1,2,2,2,2,3,5,2,2,3,3,2,3,1,1,1,2,1,3,3,3,3,2,2,3,1,2,2,3,2,2,2,3,3,4,1,11,6,1,.833333333333333,2
1061,2,1,2,3,4,4,2,5,3,2,3,2,2,2,2,3,3,1,1,2,3,3,2,2,3,3,4,2,1,2,2,7,3,3,3,1,4,4,4,4,4,4,2,2,2,2,1,2,2,1,2,2,2,2,3,4,2,3,3,3,2,2,3,3,3,4,4,3,3,3,2,3,3,4,3,2,2,3,1,3,3,2,2,3,3,2,4,3,3,3,2,1,2,2,2,2,1,2,2,3,2,3,2,2,2,3,2,1,2,1,3,3,2,3,3,3,2,2,3,2,3,2,3,2,3,3,1,10,6,2,.833333333333333,2
1062,2,2,1,1,3,5,3,6,4,2,4,3,3,2,1,3,1,2,98,3,4,5,5,5,5,5,5,3,3,4,1,4,4,4,3,1,4,2,4,4,4,4,2,2,1,2,1,1,1,2,3,2,2,2,4,5,2,3,3,4,4,1,4,1,1,4,3,4,4,2,4,1,2,1,3,1,3,4,1,3,3,3,3,1,1,2,1,4,4,4,4,2,2,2,1,2,1,2,4,5,1,5,3,3,1,2,1,1,1,1,3,3,2,2,2,4,1,1,2,3,1,2,2,2,3,4,1,10,10,1,2.5,98
1063,2,2,1,2,4,2,2,4,1,2,2,2,2,2,3,2,2,2,1,3,3,2,2,3,4,5,5,2,1,3,2,5,2,3,3,2,4,3,3,4,4,3,2,2,2,2,1,1,2,3,3,2,2,3,2,2, ,2,3,3,2,3,3,3,3,1,3,2,2,2,1,2,3,2,2,3,1,3,1,1,3,3,3,1,4,2,2,4,4,4,4,1,1,2,2,2,1,2,2,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,4,2,2,2,2,3,3,2,3,3,3,4,1,10,10,3,.666666666666667,98
1064,2,2,2,1,5,4,2,5,3,4,3,3,1,1,1,3,1,1,1,3,3,5,5,5,5,5,5,2,1,2,1,5,3,4,4,1,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,4,2,3,3, ,3,3,4,5,1,4,4,4,3,3,5,4,1,1,1,4,1,4,1,1,2,4,1,1,2,1,1,2,4,3,1,2,3,2,1,1,1,1,1,3,3,2,2,1,1,1,1,1,3,1,2,1,2,1,2,2,2,4,3,1,1,3,2,1,2,2,3,3,4,2,10,10,3,1,98
1065,2,2,2,1,3,2,2,5,4,2,2,1,2,1,1,1,1,1,5,1,4,4,4,5,5,5,5,3,3,2,3,7,4,3,2,2,3,2,3,4,4,2,2,2,1,2,2,1,1,1,2,1,1,2,1,3, ,2,4,3,2,1,3,3,2,1,3,3,3,1,1,1,2,2,4,4,4,1,1,3,3,3,3,3,4,4,4,4,4,4,4,1,1,2,2,2,2,5,5,5,2,5,5,5,3,3,2,1,1,1,2,3,1,3,3,4,3,1,1,1,2,1,2,3,3,4,1,10,10,2,1,98
1066,2,2,2,2,5,1,2,2,2,1,1,1,2,1,2,1,1,1,3,1,2,5,4,5,4,5,5,2,1,2,1,9,4,4,4,1,4,4,4,4,4,4,2,2,2,2,1,1,1,1,1,1,1,2,1,2, ,1,2,2,3,4,3,3,3,1,3,3,4,1,1,2,3,2,3,2,1,3,1,1,4,2,2,1,3,2,1,3,4,4,4,1,2,3,3,2,1,5,5,5,2,5,3,2,2,3,1,1,1,1,1,1,1,1,2,3,1,2,3,2,2,2,2,2,4,4,1,10,10,1,1.25,2
1067,2,2,1,4,4,2,2,4,1,2,1,2,2,2,3,3,1,1,1,2,3,4,4,4,4,3,4,2,1,2,1,7,3,3,2,2,3,2,2,4,4,3,2,2,2,2,1,1,1,2,2,2,3,2,2,3, ,1,3,3,2,3,3,3,3,2,3,3,3,3,3,2,2,2,3,2,1,3,1,1,3,2,2,3,3,3,3,3,3,3,3,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,3,2,3,2,2,2,2,2,3,2,2,4,3,4,1,10,10,2,1,98
